,kind,link,name,pitch,joined,location,market,size,stage,raised,website
475,Startup,https://angel.co/company/klara-1,Klara,"
Helping doctors and patients communicate with ease
",Oct ’13,Berlin,Messaging,51-200,Series A,"$14,500,000",klara.com
476,Startup,https://angel.co/company/sanity_and_self,Sanity &amp; Self,"
An expert-led A.I.-powered platform to heal the world!  
",Feb ’14,San Mateo,Mental Health,11-50,Series B,"$15,000,000",sanityandself.com
477,Startup,https://angel.co/company/bright-md,Bright.md,"
Automating $150 billion of care delivery
",Dec ’13,Portland,Mobile Health,11-50,Series B,"$11,500,000",bright.md
478,Startup,https://angel.co/company/coherohealth,Cohero Health,"
Connected health platform empowering respiratory patients
",Jan ’14,New York City,Sensors,1-10,Series A,"$12,500,000",coherohealth.com
479,Startup,https://angel.co/company/pdx-biotech-2,PDx BioTech,"
""Check oil light"" for oral diseases in human and veterinary medicine
",Feb ’14,Lexington,Veterinary,1-10,Seed,"$13,800,000",perio-dx.com;
480,Startup,https://angel.co/company/motiv,Motiv,"
Keep Living Better
",Feb ’15,San Francisco,Fitness,11-50,Acquired,"$15,668,000",mymotiv.com
481,Startup,https://angel.co/company/qventus,Qventus,"
Transform your operations with ai-based software and best-practice processes
",Mar ’14,Palo Alto,Optimization,51-200,,"$13,000,000",qventus.com
482,Startup,https://angel.co/company/resilient-network-systems,Resilient Network Systems,"
Delivering Connected Trust
",Jun ’14,San Francisco,Governments,11-50,-,"$14,900,000",resilient-networks.com
483,Startup,https://angel.co/company/naked-labs,Naked Labs,"
Visualizing your body by using infrared light to capture your 3d body model
",Feb ’15,Redwood City,Fitness,11-50,Series A,"$14,000,000",nakedlabs.com
484,Startup,https://angel.co/company/greatist,Greatist,"
Next-gen brand for healthyish millennials
",Jul ’11,New York City,Digital Health,11-50,Acquired,"$8,000,000",greatist.com
485,Startup,https://angel.co/company/healthloop,HealthLoop,"
Empowering patients for better outcomes and lower costs
",Apr ’13,Mountain View,Mobile Health,11-50,Series A,"$10,000,000",healthloop.com
486,Startup,https://angel.co/company/doctor-com,Doctor.com,"
The one stop shop for solutions and services for hospitals, clinics, and providers
",Jun ’12,Atlanta,,51-200,Series A,"$8,200,000",doctor.com
487,Startup,https://angel.co/company/retracehealth-1,RetraceHealth,"
Personal, convenient, affordable primary care
",Apr ’13,Minneapolis,Technology,1-10,Series A,"$8,000,000",retracehealth.com
488,Startup,https://angel.co/company/first-opinion,First Opinion,"
The free way to talk to a doctor, 24/7
",Feb ’13,San Francisco,Messaging,11-50,,"$9,800,000",FirstOpinionApp.com
489,Startup,https://angel.co/company/act-md,Activate Care,"
It takes a community
",Aug ’14,Boston,Health Care Information Technology,11-50,Series A,"$8,400,000",activatecare.com
490,Startup,https://angel.co/company/madaket-health,Madaket Health,"
Connecting healthcare providers, insurance companies and intermediaries
",Dec ’14,Cambridge,B2B,11-50,Series B,"$10,000,000",madakethealth.com
491,Startup,https://angel.co/company/opternative,Visibly,"
The most convenient way to get a prescription for glasses or contacts
",Aug ’13,Chicago,Eyewear,11-50,Series A,"$9,100,000",govisibly.com
492,Startup,https://angel.co/company/polymathventures,Polymath Ventures,"
We are the Venture Studio for Latin America
",Jan ’14,Bogota,Corporate Wellness,11-50,Pre-Seed,"$8,800,000",polymathv.com
493,Startup,https://angel.co/company/8fit,8fit,"
Building healthy habits for life
",Feb ’14,Berlin,Fitness,51-200,Series A,"$9,500,000",8fit.com
494,Startup,https://angel.co/company/buoyhealth,Buoy Health,"
Take the guesswork out of health care
",May ’14,Boston,Mobile Health,51-200,,"$9,100,000",buoyhealth.com
495,Startup,https://angel.co/company/vericred,Vericred,"
A healthcare data services company serving the health insurance industry
",Sep ’14,New York City,Information Services,11-50,Series A,"$9,725,000",vericred.com
496,Startup,https://angel.co/company/oration,Oration,"
Disrupting the Business of Healthcare
",Jun ’14,Foster City,Big Data Analytics,11-50,Series A,"$11,200,000",oration.com
497,Startup,https://angel.co/company/medigo,Medigo,"
The best in international healthcare for you, your family, and business. Live better
",Oct ’14,Berlin,Hospitals,11-50,Seed,"$9,300,000",medigo.com
498,Startup,https://angel.co/company/docsapp,DocsApp,"
Making quality healthcare easily accessible to over a billion people! 
",Oct ’15,Bengaluru,Artificial Intelligence,201-500,Series A,"$8,400,000",docsapp.in
499,Startup,https://angel.co/company/peerwell,PeerWell,"
Surgery Optimization Platform for Musculoskeletal Health
",Feb ’15,Austin,Medical Technologies,11-50,Series A,"$8,600,000",peerwell.co
500,Startup,https://angel.co/company/lifen,Lifen,"
",May ’17,Paris,Computers,51-200,Series A,"$9,000,000",lifen.fr
501,Startup,https://angel.co/company/zenysis,Zenysis,"
Advanced analytics for developing countries
",Mar ’16,San Francisco,International Development,11-50,Series A,"$8,003,365",zenysis.com
502,Startup,https://angel.co/company/caracare,Cara Care,"
We empower individuals to live a healthier and happier life
",Oct ’17,Berlin,Mobile Health,11-50,Series A,"$9,000,000",cara.care
503,Startup,https://angel.co/company/simple-habit,Simple Habit,"
On a mission to help people live better, everyday
",Apr ’17,San Francisco,Alternative Medicine,11-50,Series A,"$10,000,000",simplehabit.com
504,Startup,https://angel.co/company/kindara,Kindara,"
Connected Women's Health
",Jul ’11,Boulder,Women-Focused,11-50,,"$6,550,000",kindara.com
505,Startup,https://angel.co/company/caremerge,caremerge,"
Healthcare Communication and Care Coordination Platform
",Jan ’12,Chicago,mHealth,11-50,Series A,"$6,540,000",caremerge.com
506,Startup,https://angel.co/company/carelinx,CareLinx,"
Caregiver Marketplace:  Disrupting the $100B+ in-home care market. AARP Winner!
",May ’12,San Francisco,Baby Boomers,1-10,Acquired,"$7,000,000",carelinx.com
507,Startup,https://angel.co/company/medisafe,Medisafe,"
Leading Personalized Medication Management Platform helping patients manage their health
",Jun ’12,Boston,mHealth,11-50,Series A,"$7,000,000",medisafe.com
508,Startup,https://angel.co/company/blueboard,Blueboard,"
Employee Recognition for the Modern Workplace. Reward Top Employees with Experiences
",Sep ’12,San Francisco,Human Resources,51-200,Seed,"$6,575,000",blueboard.com
509,Startup,https://angel.co/company/lifedojo,LifeDojo,"
The Employee Health Behavior Change Platform
",Feb ’13,San Francisco,B2B,11-50,Series A,"$6,400,000",lifedojo.com
510,Startup,https://angel.co/company/tute-genomics,Tute Genomics,"
Cloud-based Genome Analysis for Precision Medicine
",Mar ’13,Provo,Startups,11-50,Acquired,"$7,700,000",tutegenomics.com
511,Startup,https://angel.co/company/maverix-biomics,Maverix Biomics,"
Next generation genomic data management, exploration, and visualization
",Jul ’13,San Mateo,Bioinformatics,1-10,Series A,"$7,350,000",maverixbio.com
512,Startup,https://angel.co/company/jaanuu,Jaanuu,"
Medical Apparel Reimagined
",Apr ’13,Los Angeles,Technology,11-50,Seed,"$7,625,000",Jaanuu.com
513,Startup,https://angel.co/company/zapprx,ZappRx,"
",Jul ’13,Boston,Mobile Payments,11-50,Series A,"$7,600,000",ZappRx.com
514,Startup,https://angel.co/company/fitstar,FitStar,"
Adaptive fitness applications
",Aug ’13,San Francisco,Fitness,11-50,Acquired,"$6,700,000",fitstar.com
515,Startup,https://angel.co/company/dmetrics,dMetrics,"
AI for everyone
",Sep ’16,New York City,Machine Learning,11-50,Seed,"$7,930,000",dmetrics.com
516,Startup,https://angel.co/company/spryhealth,Spry Health,"
Predicting the progression of disease & clinical risk of people with chronic illnesses
",Sep ’13,Palo Alto,Fitness,11-50,Seed,"$7,000,000",spryhealth.com
517,Startup,https://angel.co/company/metamason,Metamason,"
Truly Personalized Respiratory Devices via 3D Scanning & Printing
",Dec ’13,Los Angeles,Medical Devices,11-50,Seed,"$6,700,000",metamason.com
518,Startup,https://angel.co/company/erelevance,eRelevance,"
Progressive Patient Engagement Service for Healthcare Providers
",Jan ’14,Austin,Health Care Information Technology,1-10,Seed,"$7,200,000",erelevencecorp.com
519,Startup,https://angel.co/company/thistle-1,Thistle,"
Healthy and Affordable Preprepared Meals. Delivered
",Mar ’14,San Francisco,Subscription Businesses,201-500,Seed,"$6,650,000",thistle.co
520,Startup,https://angel.co/company/nirmidas-biotech,Nirmidas Biotech,"
",Feb ’16,Palo Alto,Diagnostics,1-10,Series A,"$7,000,000",nirmidas.com
521,Startup,https://angel.co/company/catalia-health,Catalia Health,"
Effective patient care management
",Oct ’14,San Francisco,Medication Adherence,11-50,Seed,"$7,750,000",cataliahealth.com
522,Startup,https://angel.co/company/hykso,FightCamp (f.k.a Hykso),"
Connected at-home boxing workouts
",May ’15,Costa Mesa,Fitness,11-50,Seed,"$6,700,000",joinfightcamp.com
523,Startup,https://angel.co/company/worklete,Worklete,"
Reducing injuries, costs, and inefficiencies for frontline workforces
",Oct ’15,San Francisco,Corporate Wellness,11-50,Series A,"$7,875,000",worklete.com
524,Startup,https://angel.co/company/breakthrough-com,Breakthrough,"
Online mental healthcare
",Oct ’10,Redwood City,,1-10,Acquired,"$6,000,000",breakthrough.com
525,Startup,https://angel.co/company/caredox,CareDox,"
Support K12 schools in health care management
",Mar ’11,New York City,K-12 Education,11-50,Seed,"$6,050,000",caredox.com
526,Startup,https://angel.co/company/cellscope,CellScope,"
We're turning your smartphone into a digital first aid kit
",May ’11,San Francisco,Diagnostics,11-50,Series A,"$5,500,000",cellscope.com
527,Startup,https://angel.co/company/cureatr,Cureatr,"
Mobile Care Coordination
",Jun ’14,New York City,Health Care Information Technology,11-50,Series A,"$6,125,000",cureatr.com
528,Startup,https://angel.co/company/everymove,EveryMove,"
Fitness inspiraton & goal motivation 
",Jul ’11,Seattle,Quantified Self,11-50,Acquired,"$6,118,000",everymove.org
529,Startup,https://angel.co/company/wellnessfx,WellnessFX,"
The Leading Cloud-Based Health and Wellness Destination
",Apr ’12,San Francisco,Personal Health,11-50,Acquired,"$5,850,000",wellnessfx.com
530,Startup,https://angel.co/company/striiv,Striiv,"
Behavior & Biometric Validation at Scale for Healthcare
",Sep ’13,Redwood City,Mobile Health,11-50,Series A,"$6,000,000",striiv.com
531,Startup,https://angel.co/company/fit3d,Fit3D,"
Using 3D scanners, resulting data, and predictive AI solutions to solve massive problems
",Feb ’13,San Mateo,Fitness,11-50,Seed,"$5,390,000",fit3d.com
532,Startup,https://angel.co/company/wildflower-health,Wildflower Health,"
Mobile programs that make healthcare smarter
",Dec ’12,San Francisco,Mobile Health,11-50,Series B,"$5,100,000",wildflowerhealth.com
533,Startup,https://angel.co/company/wellbe,Wellbe,"
Navigating Patients Through Their Episodes of Care
",Jul ’13,Madison,Mobile Health,11-50,,"$5,220,000",wellbe.me
534,Startup,https://angel.co/company/inbox-health,Inbox Health,"
Transforming Medical Billing
",Feb ’13,New Haven,Billing,11-50,Seed,"$5,175,434",inboxhealth.com
535,Startup,https://angel.co/company/rubiconmd,RubiconMD,"
Expert insights and better care. eConsults that connect clinicians to top specialists
",Mar ’13,New York City,Mobile Health,11-50,Series A,"$5,300,000",rubiconmd.com
536,Startup,https://angel.co/company/smartvisionlabs,Smart Vision Labs,"
building a better vision exam
",Jan ’14,New York City,Mobile Health,11-50,Series A,"$6,100,000",smartvisionlabs.com
537,Startup,https://angel.co/company/virtuix,Virtuix,"
Fully immersive virtual reality motion platform
",Dec ’13,Austin,Virtual Worlds,11-50,,"$5,700,000",virtuix.com
538,Startup,https://angel.co/company/memorado,Memorado,"
Leading mobile gym for the brain - Neuroscience meets Games
",Aug ’14,Berlin,Games,11-50,,"$5,900,000",memorado.com
539,Startup,https://angel.co/company/gozio,Gozio Health,"
Gozio Health provides the #1 patient engagement platform for hospitals and health systems
",Apr ’16,San Francisco,Indoor Positioning,11-50,Series A,"$5,700,000",goziohealth.com
540,Startup,https://angel.co/company/noteworth,Noteworth,"
Harmonizing healthcare delivery
",Jan ’15,Hoboken,Digital Health,11-50,Seed,"$5,100,000",noteworth.com
541,Startup,https://angel.co/company/lose-it-1,Lose It!,"
Mobile health and fitness tracking
",Apr ’15,Boston,Fitness,11-50,Series A,"$5,500,000",loseit.com
542,Startup,https://angel.co/company/genos-research,Genos Research,"
Consumer Genomics Platform for Personal Discovery and Research
",Jun ’16,San Francisco,Genomics,11-50,Acquired,"$6,000,000",genosresearch.com
543,Startup,https://angel.co/company/werecover,WeRecover,"
WeRecover is a transparent search engine for addiction recovery resources
",Mar ’17,Los Angeles,Mobile Health,11-50,Seed,"$5,250,000",WeRecover.com
544,Startup,https://angel.co/company/cognifit,CogniFit,"
CogniFit is a leading developer of online brain training and brain fitness solutions
",Aug ’15,New York City,Pharmaceuticals,1-10,Series A,"$5,000,000",cognifit.com
545,Startup,https://angel.co/company/ecaring,eCaring,"
Real-time actionable health care data from the home
",Aug ’12,New York City,Senior Health,11-50,,"$4,800,000",ecaring.com
546,Startup,https://angel.co/company/vitaportal,VitaPortal,"
Provider of Personalized Real-time Healthcare Information
",Jul ’12,Moscow,Mobile Advertising,11-50,-,"$4,350,000",vitaportal.ru
547,Startup,https://angel.co/company/waybetter,WayBetter,"
Bet on yourself!
",Aug ’12,New York City,Gamification,11-50,Series A,"$4,750,000",waybetter.com
548,Startup,https://angel.co/company/swift-shift,SWIFT SHIFT,"
Agencies, Caregivers, and Patients: Homecare Connected
",Dec ’12,Philadelphia,,11-50,Seed,"$4,700,000",swiftshift.com
549,Startup,https://angel.co/company/happier,Happier,"
Focusing on the positive and staying connected to people you care about makes you happier
",Jan ’13,Boston,Personal Health,1-10,Seed,"$4,400,000",happier.com
550,Startup,https://angel.co/company/eko-devices,Eko,"
 A platform of devices, software, and decision support tools to improve cardiac care
",Mar ’13,Berkeley,Medical Devices,11-50,,"$4,800,000",ekodevices.com
551,Startup,https://angel.co/company/newtopia,Newtopia,"
Inspiring individuals to live healthier everyday
",Mar ’13,Toronto,Corporate Wellness,51-200,Seed,"$5,000,000",newtopia.com
552,Startup,https://angel.co/company/kitman-labs,Kitman Labs,"
Powering human performance
",Apr ’13,Menlo Park,Fitness,11-50,-,"$4,682,500",kitmanlabs.com
553,Startup,https://angel.co/company/transitscreen,TransitScreen,"
Helping corporate workplaces enhance the commute experience
",May ’13,Washington DC,Corporate Wellness,11-50,Closed,"$4,475,000",transitscreen.com
554,Startup,https://angel.co/company/wecounsel,WeCounsel,"
Telemedicine Software Service With An Emphasis In Mental Health
",May ’13,Chattanooga,Mental Health,1-10,Series A,"$4,400,000",wecounsel.com
555,Startup,https://angel.co/company/clariture,Clariture,"
Enterprise Healthcare Marketing Platform
",Nov ’13,San Francisco,Social CRM,11-50,Series A,"$4,500,000",clariturehealth.com
556,Startup,https://angel.co/company/esprit-health,Esprit-Health,"
Apple store service meets Emergency Hospital
",Jan ’14,Texas,Healthcare,1-10,Series A,"$5,000,000",
557,Startup,https://angel.co/company/unaliwear,UnaliWear,"
Wearable ""OnStar for People""
",Feb ’14,Austin,Medical Devices,11-50,Seed,"$4,600,000",unaliwear.com
558,Startup,https://angel.co/company/circlelink-health,CircleLink Health,"
Improving Health and Dr. Revenue with Best-in-Class Tele-nursing Platform
",Apr ’14,New York City,Health Care Information Technology,1-10,Seed,"$5,000,000",circlelinkhealth.com
559,Startup,https://angel.co/company/chai,Chai,"
A biological testing lab on your desktop
",Dec ’14,Santa Clara,Medical Devices,11-50,Seed,"$5,000,000",chaibio.com
560,Startup,https://angel.co/company/careskore-1,CareSkore,"
Personalized Population Health Management
",Jan ’15,San Francisco,Predictive Analytics,11-50,Seed,"$4,300,000",careskore.com
561,Startup,https://angel.co/company/lifefuels,LifeFuels,"
Personalized beverages, wherever life takes you
",Mar ’15,Reston,Personal Health,11-50,Seed,"$5,000,000",lifefuels.co
562,Startup,https://angel.co/company/plume-labs,Plume Labs,"
Clean air, together
",Feb ’17,San Francisco,Consumer Electronics,11-50,Seed,"$4,500,000",plumelabs.com
563,Startup,https://angel.co/company/nocd-1,NOCD,"
NOCD is an app that helps people with OCD worry less and live more
",Jul ’16,Chicago,,11-50,Series A,"$5,000,000",treatmyocd.com
564,Startup,https://angel.co/company/armortext,ArmorText,"
Enterprise Mobile Messaging w/ Security, Native Text Backup & Audit Controls
",Apr ’13,Washington DC,Governments,1-10,,"$3,120,500",armortext.co
565,Startup,https://angel.co/company/click-with-me-now,Recursive Labs,"
Re-humanize your online channel with the Safest & Easiest way to ""Share the Web!""
",May ’12,St. Louis,Customer Experience,11-50,,"$3,225,000",recursivelabs.io
566,Startup,https://angel.co/company/nextgxdx,NextGxDx,"
Genetics marketplace for docs
",Jul ’12,Nashville,Genetic Testing,1-10,Series B,"$3,949,029",nextgxdx.com
567,Startup,https://angel.co/company/biobeats,BioBeats,"
Artificial Intelligence for Healthy Living
",Mar ’13,London,Artificial Intelligence,11-50,,"$3,580,000",biobeats.com
568,Startup,https://angel.co/company/crowdmed,CrowdMed,"
CrowdMed empowers anyone to solve medical mysteries
",Oct ’12,San Francisco,Crowdsourcing,1-10,Seed,"$3,145,000",crowdmed.com
569,Startup,https://angel.co/company/acupera,Acupera,"
Population Health Platform
",Mar ’13,San Francisco,Health Care Information Technology,11-50,Series A,"$4,000,000",acupera.com
570,Startup,https://angel.co/company/solvebio,SolveBio,"
Genomic Intelligence Platform
",Nov ’13,New York City,Bioinformatics,1-10,Seed,"$3,900,000",solvebio.com
571,Startup,https://angel.co/company/volt-athletics,Volt Athletics,"
The first performance training AI for everyone
",Sep ’13,Seattle,Fitness,11-50,Seed,"$3,791,474",voltathletics.com
572,Startup,https://angel.co/company/infermedica,Infermedica,"
AI-driven digital health company specialized in tools for preliminary diagnosis and triage
",Sep ’13,Wrocław,Mobile Health,51-200,Seed,"$3,650,000",infermedica.com
573,Startup,https://angel.co/company/mahmee,Mahmee,"
Mapping the Maternal Healthcare Ecosystem
",Oct ’15,Los Angeles,Women-Focused,11-50,Seed,"$4,005,000",mahmee.com
574,Startup,https://angel.co/company/isentio,Isentio,"
Pathogen Identification as a Service
",Dec ’13,Sunnyvale,Bioinformatics,1-10,Seed,"$4,150,000",isentio.com
575,Startup,https://angel.co/company/doctible,Doctible,"
Helping private practices to grow and thrive by driving patient retention
",Jan ’14,San Diego,SaaS,51-200,Seed,"$4,200,000",doctible.com
576,Startup,https://angel.co/company/hammerhead,Hammerhead,"
A new-generation cycling computer
",Mar ’14,San Francisco,Fitness,11-50,Seed,"$4,200,000",hammerhead.io
577,Startup,https://angel.co/company/proofpilot,ProofPilot,"
Democratizing research tools to determine what works to improve health
",Apr ’14,Lviv,Clinical Trials,11-50,,"$3,450,000",proofpilot.com
578,Startup,https://angel.co/company/nursegrid,NurseGrid,"
Scheduling and Staffing Technology Built for Nurses
",Sep ’14,Portland,Hospitals,11-50,Seed,"$3,760,000",nursegrid.com
579,Startup,https://angel.co/company/avant-garde-health,Avant-garde Health,"
Data-driven, value-based health care
",Nov ’14,Boston,Health Care Information Technology,11-50,,"$4,000,000",avantgardehealth.com
580,Startup,https://angel.co/company/kumu-wellness,Kumu Wellness,"
Get a real Coach who’s dedicated to helping you achieve your health & fitness goals
",Feb ’15,Los Angeles,Fitness,,Seed,"$3,200,000",getkumu.com
581,Startup,https://angel.co/company/aira,Aira,"
Visual Interpreter
",May ’15,San Diego,Assisitive Technology,11-50,Seed,"$4,080,000",aira.io
582,Startup,https://angel.co/company/the-right-place-1,The Right Place,"
Matching Patients to the right place of care. Referral and bed management for  LTC
",Oct ’15,Houston,Hospitals,1-10,Seed,"$3,600,000",therightplace.com
583,Startup,https://angel.co/company/wifi-metropolis-1,WIFI Metropolis,"
WIFI Metropolis is monetizing the vast amount of unused WiFi capacity globally
",Jul ’16,London,Health Care Information Technology,11-50,Seed,"$3,200,000",wifimetropolis.com
584,Startup,https://angel.co/company/gain-fitness,GAIN Fitness,"
Mobile + In-Person Personal Training
",Oct ’10,New York City,Fitness,11-50,,"$2,790,000",gainfitness.com
585,Startup,https://angel.co/company/adverseevents,Advera Health Analytics,"
gold standard resource for drug safety knowledge and insight
",Apr ’11,Santa Rosa,SaaS,11-50,Series A,"$2,965,000",adverahealth.com
586,Startup,https://angel.co/company/seamless-medical-systems,Seamless Medical Systems,"
iPad patient registration and health information platform for use in medical practices
",Aug ’11,Santa Fe,Healthcare,1-10,-,"$3,000,000",seamlessmedical.com
587,Startup,https://angel.co/company/flexminder,FlexMinder,"
Automating Healthcare Claims Workflow 
",Oct ’13,Seattle,B2B,1-10,,"$2,770,000",flexminder.com
588,Startup,https://angel.co/company/agilemd,AgileMD,"
EHR-integrated pathways, analytics, and scoring tools
",Mar ’12,San Francisco,Health Care Information Technology,1-10,Seed,"$2,500,000",agilemd.com
589,Startup,https://angel.co/company/ringadoc,Ringadoc,"
The Frontline of Virtual Care
",Mar ’12,San Francisco,Personal Health,1-10,Acquired,"$2,650,000",ringadoc.com
590,Startup,https://angel.co/company/force-therapeutics,Force Therapeutics,"
Leveraging clinical data to create content that prepares patients for the  journey
",Aug ’12,New York City,Therapeutics,11-50,Series B,"$2,600,800",forcetherapeutics.com
591,Startup,https://angel.co/company/benefitter,Benefitter,"
Fidelity for Healthcare
",Nov ’12,San Francisco,Insurance,11-50,Seed,"$2,700,000",benefitter.com
592,Startup,https://angel.co/company/kyron,Kyron,"
Big data for clinical insight
",Jan ’14,Palo Alto,Data Mining,11-50,Seed,"$3,000,000",kyron.com
593,Startup,https://angel.co/company/connectrn,connectRN,"
Digital Nursing Marketplace
",Jun ’14,Baltimore,Hospitals,11-50,Series A,"$3,100,000",connectrn.com
594,Startup,https://angel.co/company/optimizehealth,optimize.health,"
optimize.health: Remote Patient Monitoring, Made Easy
",Aug ’15,Seattle,Artificial Intelligence,11-50,Seed,"$2,850,000",optimize.health
595,Startup,https://angel.co/company/envoy-helloenvoy,Envoy - HelloEnvoy,"
Family Concierge Service
",Feb ’15,San Francisco,E-Commerce Platforms,11-50,Seed,"$3,000,000",helloenvoy.com
596,Startup,https://angel.co/company/zipdrug,Zipdrug,"
Powering the Pharmacy of the Future
",Oct ’15,New York City,Big Data Analytics,11-50,Seed,"$2,600,000",zipdrug.com
597,Startup,https://angel.co/company/pine-biotech,Pine Biotech,"
Bioinformatics for Personalized Medicine
",May ’15,New Orleans,Big Data Analytics,1-10,Seed,"$2,550,000",pine-biotech.com
598,Startup,https://angel.co/company/everlywell,EverlyWell,"
Next-Generation Health Testing Platform
",Oct ’15,Austin,Diagnostics,11-50,Seed,"$3,000,000",everlywell.com
599,Startup,https://angel.co/company/clarahealth,Clara,"
Empower patients to connect with the right clinical trial for them
",Nov ’15,San Francisco,Clinical Trials,1-10,Seed,"$3,000,000",clarahealth.com
600,Startup,https://angel.co/company/elemeno-health,Elemeno Health,"
Point of Care Microlearning, as a Service. Bite-sized training and communication at your fingertips
",Apr ’16,Oakland,Training,11-50,Closed,"$3,035,000",elemenohealth.com
601,Startup,https://angel.co/company/mdacne,MDacne (YC W17),"
Building the future of Dermatology, starting with acne
",May ’16,San Francisco,Mobile Health,1-10,Seed,"$2,600,000",mdacne.com
602,Startup,https://angel.co/company/array-analytics-1,Array Analytics,"
Changing the Way Health Systems Think About Strategic Planning
",Aug ’16,Philadelphia,Health Care Information Technology,11-50,Seed,"$3,000,000",pivotal.co
603,Startup,https://angel.co/company/no-isolation,No Isolation,"
We create tailored communication tools to put an end to loneliness
",May ’17,Amsterdam,Robotics,51-200,Seed,"$2,800,000",noisolation.com
604,Startup,https://angel.co/company/fanfare-entertainment,Fanfare / Apollo Health Technologies,"
Fanfare has created an industry-leading mobile engagement platform
",Jan ’11,Burlingame,Celebrity,11-50,Closed,"$2,100,000",fanfareentertainment.com
605,Startup,https://angel.co/company/cloudprime-quickdrop,CloudPrime QuickDrop™,"
Endpoint Encryption for private delivery of files & application messages
",Jul ’11,San Francisco,Data Security,11-50,Series B,"$2,000,000",quickdropit.com
606,Startup,https://angel.co/company/virtuagym-com,Virtuagym,"
All-in-one software solution
",Jan ’16,Medellín,Fitness,51-200,,"$2,328,000",virtuagym.com
607,Startup,https://angel.co/company/healthcrowd,HealthCrowd,"
Industry's first end-to-end communications solution
",Mar ’13,San Mateo,Mobile Health,11-50,Seed,"$2,100,000",healthcrowd.com
608,Startup,https://angel.co/company/imagistx,Imagistx,"
World's only ultra-high frequency ultrasound product for the prostate
",Mar ’13,Toronto,Medical Devices,1-10,Series B,"$2,000,000",imagistxprostate.com
609,Startup,https://angel.co/company/careplanners,CarePlanners,"
Making life easier for family caregivers (90M+ Americans) (LearnVest for caregiving)
",May ’13,New York City,Professional Services,1-10,Seed,"$2,050,000",careplanners.com
610,Startup,https://angel.co/company/rise-2,Rise,"
Affordable & effective 1:1 nutrition coaching
",Oct ’13,San Francisco,,1-10,Acquired,"$2,300,000",rise.us
611,Startup,https://angel.co/company/telepharm,TelePharm,"
Telemedicine platform for pharmacies (and everyone)
",Oct ’13,Iowa City,Video Chat,11-50,-,"$2,500,000",telepharm.com
612,Startup,https://angel.co/company/fitplan-technologies-inc,Fitplan,"
Get the exact training methods of influencers and athletes who inspire you
",Jan ’14,Vancouver,Fitness,11-50,Seed,"$2,125,000",fitplanapp.com
613,Startup,https://angel.co/company/picnichealth,PicnicHealth,"
Own Your Health. Advance Medicine
",Mar ’14,San Francisco,Healthcare Services,11-50,,"$2,000,000",picnichealth.com
614,Startup,https://angel.co/company/lawn-love,Lawn Love Lawn Care,"
Lawn care, made easy. (YC S14)
",May ’14,San Diego,Service Industries,51-200,Seed,"$2,020,000",lawnlove.com
615,Startup,https://angel.co/company/diplopia,Vivid Vision,"
VR Vision Care Platform
",Jun ’15,San Francisco,Virtual Reality,11-50,Seed,"$2,200,000",seevividly.com
616,Startup,https://angel.co/company/i-human-patients,i-Human Patients,"
",Mar ’16,Sunnyvale,Education Technology,11-50,Series A,"$2,000,000",i-human.com
617,Startup,https://angel.co/company/klarismo,Klarismo,"
Your body, reimagined
",Jan ’15,London,Personal Health,1-10,Seed,"$2,100,000",klarismo.com
618,Startup,https://angel.co/company/neurogenica,Neurogenica,"
Systems Biology and genomics let us design curative treatments for Alzheimer's Disease
",Sep ’15,Palo Alto,Neuroscience,1-10,Seed,"$2,500,000",neuro-genica.com
619,Startup,https://angel.co/company/collectly,Collectly,"
Data-Driven Patient Billing Platform
",Jun ’16,Pasadena,Finance Technology,1-10,Seed,"$2,020,000",collectly.co
620,Startup,https://angel.co/company/welltory,Welltory,"
AI Health Coach App People Love
",Oct ’16,San Francisco,Corporate Wellness,11-50,Seed,"$2,430,000",welltory.com
621,Startup,https://angel.co/company/captionhealth,Caption Health,"
Our vision is to move specialty diagnostics and decision-making to the poc for every patient exam
",Jun ’17,Brisbane,Diagnostics,11-50,Series A,"$2,500,000",captionhealth.com
622,Startup,https://angel.co/company/medical-memory,Medical Memory,"
Healthcare video recording and sharing
",Jul ’16,Phoenix,Startups,1-10,Seed,"$2,100,000",themedicalmemory.com
623,Startup,https://angel.co/company/bloomapi,BloomAPI (YC W17),"
Simplify Medical Practice Management
",Apr ’17,Seattle,Electronic Health Records,1-10,Seed,"$2,400,000",bloomtext.com
624,Startup,https://angel.co/company/genoatelepsychiatry,Genoa Telepsychiatry,"
Increasing access to care in underserved communities
",Apr ’12,New York City,Video Chat,11-50,Seed,"$1,700,000",genoatelepsychiatry.com
625,Startup,https://angel.co/company/docphin,Docphin,"
The Bloomberg for Doctors
",Oct ’11,New York City,Mobile Health,1-10,Seed,"$1,605,000",docphin.com
626,Startup,https://angel.co/company/zenso,Lief Therapeutics,"
Smart patch for stress and anxiety
",Nov ’11,San Francisco,Medical Devices,1-10,Seed,"$1,670,000",getlief.com
627,Startup,https://angel.co/company/dorsata,Dorsata,"
Driving better clinical decisions that are informed by patient data and best practices
",Oct ’13,Washington DC,Health Care Information Technology,1-10,Seed,"$1,745,000",dorsata.com
628,Startup,https://angel.co/company/yorn,Yorn,"
",Feb ’13,Philadelphia,Customer Service,11-50,,"$1,650,000",yorn.com
