startupName,homepage_url,category_list,total_funding,status,country_code,state_code,funding_rounds,first_funding_at,last_funding_at,homepage_url_code,time_delayFor_first_round,average_time_delay_rounds,average_raised_usd,average_time_delay_rounds_number,time_delayFor_first_round_number,statusCode,No_Of_Investors,MainCategory,USA_Region
Abound Solar,http://www.abound.com,clean technology|solar,510000000,closed,USA,CO,2,7/6/2010,12/15/2010,1,162 days 00:00:00.000000000,162 days 00:00:00.000000000,255000000,162,162,0,5,technology,West
ABPathfinder,http://www.abpathfinder.com,health and wellness,2810000,operating,USA,KS,3,12/5/2012,11/26/2014,1,355 days 00:00:00.000000000,360 days 12:00:00.000000000,936666.6667,360,355,1,4,healthcare,Midwest
ABSMaterials,http://www.absmaterials.com,clean technology,4500000,operating,USA,OH,2,6/24/2010,11/24/2013,1,1249 days 00:00:00.000000000,1249 days 00:00:00.000000000,2250000,1249,1249,1,4,technology,Midwest
ABT Molecular Imaging,http://advancedbiomarker.com,health care,28364818,operating,USA,TN,10,10/6/2009,4/7/2014,1,107 days 00:00:00.000000000,182 days 16:00:00.000000000,2836481.8,182,107,1,5,healthcare,South
Accel Diagnostics,http://acceldx.com,diagnostics|health care|health diagnostics|medical devices,25000,operating,USA,PA,3,2/10/2012,1/14/2015,1,440 days 00:00:00.000000000,534 days 12:00:00.000000000,25000,534,440,1,2,medicalGear,Northeast
AcceleCare Wound Centers,http://accelecare.com,health care|hospitals|medical,13500000,acquired,USA,WA,2,7/3/2007,12/11/2007,1,161 days 00:00:00.000000000,161 days 00:00:00.000000000,6750000,161,161,1,3,pharma,West
Accelera,http://acceleramb.com/,mobile|technology|wireless,3033472,operating,USA,CA,2,2/1/2012,5/3/2013,1,457 days 00:00:00.000000000,457 days 00:00:00.000000000,3033472,457,457,0,2,mobile,West
Accelerate Diagnostics,http://acceleratediagnostics.com,health care|health diagnostics|medical devices,63016244,ipo,USA,AZ,4,3/23/2010,5/5/2014,1,847 days 00:00:00.000000000,501 days 08:00:00.000000000,15754061,501,847,1,1,medicalGear,West
Accelerated IO,http://www.pac-n-zoom.com,software,3255325,operating,USA,OK,2,11/5/2009,3/28/2012,1,874 days 00:00:00.000000000,874 days 00:00:00.000000000,1627662.5,874,874,0,1,software,South
Accelerated Pharma,,pharmaceuticals,2549999,operating,USA,IL,2,6/4/2015,11/23/2015,0,172 days 00:00:00.000000000,172 days 00:00:00.000000000,1274999.5,172,172,1,1,pharma,Midwest
Accelerize New Media,http://www.accelerizenewmedia.com,enterprise software,4045500,ipo,USA,CA,3,5/10/2010,4/16/2014,1,169 days 00:00:00.000000000,718 days 12:00:00.000000000,1348500,718,169,1,1,software,West
Acceleron Pharma,http://www.acceleronpharma.com,biotechnology,113701127,ipo,USA,MA,6,8/2/2006,12/23/2011,1,425 days 00:00:00.000000000,393 days 19:12:00.000000000,18950187.83,393,425,1,10,biotech,Northeast
AccelGolf,http://www.accelgolf.com,apps|finance|mobile|sports,457282,closed,USA,MA,7,1/1/2008,12/4/2009,1,0 days 00:00:00.000000000,117 days 04:00:00.000000000,65326,117,0,0,5,mobile,Northeast
Accelitec,http://www.accelitec.com,software,5705841,operating,USA,WA,3,5/15/2009,6/11/2013,1,1004 days 00:00:00.000000000,744 days 00:00:00.000000000,1901947,744,1004,0,1,software,West
Accellion,http://www.accellion.com,enterprise software|security,13410901,operating,USA,CA,2,1/4/2012,3/9/2012,1,65 days 00:00:00.000000000,65 days 00:00:00.000000000,6705450.5,65,65,0,1,software,West
Accellos,http://www.accellos.com,logistics|software|storage|supply chain management|transportation,28500000,operating,USA,CO,2,9/30/2008,10/16/2012,1,1477 days 00:00:00.000000000,1477 days 00:00:00.000000000,28500000,1477,1477,0,3,software,West
Accentia Biopharmaceuticals Inc,http://accentia.net,biotechnology|health and wellness,775000,ipo,USA,FL,2,2/8/2012,6/25/2013,1,503 days 00:00:00.000000000,503 days 00:00:00.000000000,387500,503,503,1,1,healthcare,South
Accenx Technologies,http://www.accenx.com,software,4500000,acquired,USA,CA,2,9/13/2007,2/27/2009,1,533 days 00:00:00.000000000,533 days 00:00:00.000000000,2250000,533,533,1,1,software,West
Accept Software,,career management|software,25305000,acquired,USA,CA,4,9/16/2005,12/14/2010,0,314 days 00:00:00.000000000,638 days 08:00:00.000000000,6326250,638,314,1,3,software,West
Acceptd,http://getacceptd.com,software,3020000,operating,USA,OH,3,6/1/2011,6/13/2013,1,168 days 00:00:00.000000000,371 days 12:00:00.000000000,1006666.667,371,168,1,4,software,Midwest
Access Closure,http://www.accessclosure.com,health care,13793098,acquired,USA,CA,3,3/3/2010,10/1/2012,1,669 days 00:00:00.000000000,471 days 12:00:00.000000000,4597699.333,471,669,1,3,healthcare,West
Access Integrated Healthcare,http://www.accessih.com,health and wellness|health care|services,58500000,operating,USA,CA,2,4/24/2015,9/30/2015,1,159 days 00:00:00.000000000,159 days 00:00:00.000000000,29250000,159,159,1,2,healthcare,West
Access Mobile,http://accessmobileinc.com,mobile,752500,operating,USA,CO,3,6/26/2013,7/10/2015,1,103 days 00:00:00.000000000,372 days 00:00:00.000000000,250833.3333,372,103,1,1,mobile,West
Access Pharmaceuticals,http://accesspharma.com,biotechnology,15581502,closed,USA,TX,2,11/14/2011,11/6/2012,1,358 days 00:00:00.000000000,358 days 00:00:00.000000000,7790751,358,358,0,1,biotech,South
Access Scientific,http://www.the-wand.com,health care,21376001,acquired,USA,CA,6,10/6/2009,6/21/2012,1,248 days 00:00:00.000000000,197 days 19:12:00.000000000,3562666.833,197,248,1,1,healthcare,West
AccessSportsMedia.com,http://accesssportsmedia.com,advertising|distribution|mobile|sales and marketing|social media,24250000,operating,USA,CA,3,11/7/2006,1/5/2011,1,722 days 00:00:00.000000000,760 days 00:00:00.000000000,8083333.333,760,722,0,3,mobile,West
Inherited Health,http://www.InheritedHealth.com,health and wellness,1155000,acquired,USA,CA,2,1/1/2008,8/1/2009,1,578 days 00:00:00.000000000,578 days 00:00:00.000000000,577500,578,578,1,1,healthcare,West
Accolade,http://www.accolade.com,health and wellness|health care|healthcare services,96244444,operating,USA,PA,6,2/1/2007,7/16/2015,1,1085 days 00:00:00.000000000,617 days 09:36:00.000000000,16040740.67,617,1085,1,6,healthcare,Northeast
Accountable,http://www.accountablehq.com,b2b|cloud computing|enterprises|health and wellness|health care|network security|saas,158000,operating,USA,SC,2,8/1/2013,8/18/2014,1,382 days 00:00:00.000000000,382 days 00:00:00.000000000,158000,382,382,1,2,healthcare,South
Accriva Diagnostics,http://accriva.com,medical devices,15470704,operating,USA,CA,2,11/1/2010,3/10/2015,1,1590 days 00:00:00.000000000,1590 days 00:00:00.000000000,15470704,1590,1590,1,1,medicalGear,West
Accruent,http://www.accruent.com,enterprise software,32000000,operating,USA,CA,2,2/4/2010,11/25/2013,1,1390 days 00:00:00.000000000,1390 days 00:00:00.000000000,32000000,1390,1390,1,2,software,West
Accu-Break Pharmaceuticals,http://accubreakpharmaceuticals.com,biotechnology,6650000,operating,USA,FL,2,6/1/2007,5/21/2013,1,2181 days 00:00:00.000000000,2181 days 00:00:00.000000000,3325000,2181,2181,0,3,biotech,South
Accudial Pharmaceutical,http://accudialpharmaceutical.com,biotechnology,12024769,operating,USA,FL,3,5/27/2010,5/30/2013,1,873 days 00:00:00.000000000,549 days 12:00:00.000000000,4008256.333,549,873,0,1,biotech,South
Accuitis,http://accuitis.com/,health and wellness,1495000,operating,USA,GA,2,3/20/2015,11/23/2015,1,248 days 00:00:00.000000000,248 days 00:00:00.000000000,747500,248,248,1,2,healthcare,South
Accurence,http://www.accurence.com,software,4277507,operating,USA,CO,2,11/8/2011,4/16/2014,1,890 days 00:00:00.000000000,890 days 00:00:00.000000000,2138753.5,890,890,1,1,software,West
Accuri Cytometers,http://www.accuricytometers.com,biotechnology,32655000,operating,USA,MI,8,3/1/2005,10/19/2010,1,184 days 00:00:00.000000000,294 days 00:00:00.000000000,4081875,294,184,1,8,biotech,Midwest
AccuVein,http://www.accuvein.com,hardware + software,30500000,operating,USA,NY,2,7/28/2011,2/3/2014,1,921 days 00:00:00.000000000,921 days 00:00:00.000000000,15250000,921,921,1,2,software,Northeast
ACE,http://argentumce.com,biotechnology|medical,1245092,operating,USA,PA,3,5/17/2010,6/20/2014,1,497 days 00:00:00.000000000,747 days 12:00:00.000000000,415030.6667,747,497,1,1,pharma,Northeast
Aceable,http://www.aceable.com,education|mobile commerce|technical continuing education,4700000,operating,USA,TX,2,10/15/2013,10/1/2015,1,716 days 00:00:00.000000000,716 days 00:00:00.000000000,4700000,716,716,1,4,mobile,South
AcelRx Pharmaceuticals,http://www.acelrx.com,biotechnology|health care,93654902,ipo,USA,CA,5,11/23/2009,12/19/2013,1,302 days 00:00:00.000000000,371 days 18:00:00.000000000,18730980.4,371,302,1,1,healthcare,West
Acetylon Pharmaceuticals,http://www.acetylon.com,biotechnology,151250000,operating,USA,MA,6,8/1/2009,7/29/2013,1,160 days 00:00:00.000000000,291 days 14:24:00.000000000,25208333.33,291,160,1,2,biotech,Northeast
Achates Power,http://achatespower.com,clean technology,54300000,operating,USA,CA,3,10/8/2009,10/9/2013,1,95 days 00:00:00.000000000,731 days 00:00:00.000000000,18100000,731,95,1,5,technology,West
Achievers,http://www.achievers.com,employer benefits programs|incentives|services|software,52422326,acquired,USA,CA,5,11/29/2007,9/28/2011,1,245 days 00:00:00.000000000,349 days 18:00:00.000000000,10484465.2,349,245,1,6,software,West
Aciex Therapeutics,http://www.aciexrx.com,biotechnology,9599860,acquired,USA,MA,3,9/1/2007,4/24/2014,1,1441 days 00:00:00.000000000,1213 days 12:00:00.000000000,4799930,1213,1441,1,1,biotech,Northeast
Zentri,http://www.zentri.com,internet of things|security|software|wireless,3400000,operating,USA,CA,2,1/14/2014,4/3/2015,1,444 days 00:00:00.000000000,444 days 00:00:00.000000000,1700000,444,444,1,1,software,West
Aclaris Therapeutics,http://www.aclaristx.com,biotechnology,82000000,ipo,USA,PA,3,10/24/2012,9/9/2015,1,708 days 00:00:00.000000000,525 days 00:00:00.000000000,27333333.33,525,708,1,10,biotech,Northeast
Acorns,http://www.acorns.com,apps|finance|fintech|mobile|technology,31960000,operating,USA,CA,4,6/1/2012,4/15/2015,1,487 days 00:00:00.000000000,349 days 08:00:00.000000000,7990000,349,487,1,10,mobile,West
Acousticeye,http://www.acousticeye.com,clean technology,15000000,operating,USA,TX,4,11/3/2010,7/1/2014,1,568 days 00:00:00.000000000,445 days 08:00:00.000000000,5000000,445,568,1,4,technology,South
Acquia,http://acquia.com,content|enterprise software|social media|software|web cms,173500000,operating,USA,MA,8,12/1/2007,9/28/2015,1,594 days 00:00:00.000000000,408 days 06:51:25.714285716,24785714.29,408,594,1,11,software,Northeast
ACS Global,http://www.americancryostem.com,biotechnology,3162000,ipo,USA,NJ,2,4/28/2011,7/1/2011,1,64 days 00:00:00.000000000,64 days 00:00:00.000000000,1581000,64,64,1,1,biotech,Northeast
ACT Biotech,http://www.actbiotech.com,biotechnology|health and wellness|medical|pharmaceuticals,26980000,operating,USA,CA,6,5/6/2008,6/11/2010,1,125 days 00:00:00.000000000,153 days 04:48:00.000000000,4496666.667,153,125,0,1,pharma,West
Act-On Software,http://www.act-on.com,crm|marketing automation|software,72500000,operating,USA,OR,5,8/27/2010,4/15/2014,1,80 days 00:00:00.000000000,331 days 18:00:00.000000000,14500000,331,80,1,5,software,West
Actacell,http://www.actacell.com,batteries|clean technology|search,9800000,acquired,USA,TX,3,7/22/2008,12/29/2010,1,476 days 00:00:00.000000000,445 days 00:00:00.000000000,3266666.667,445,476,1,5,technology,South
Actifio,http://www.actifio.com,enterprise software|information services|information technology,207500000,operating,USA,MA,6,9/25/2009,3/23/2014,1,299 days 00:00:00.000000000,328 days 00:00:00.000000000,41500000,328,299,1,7,software,Northeast
Actimis Pharmaceuticals,http://www.actimis.com,biotechnology,15600000,acquired,USA,CA,2,4/28/2005,6/6/2008,1,1135 days 00:00:00.000000000,1135 days 00:00:00.000000000,7800000,1135,1135,1,2,biotech,West
Actinium Pharmaceuticals,http://www.actiniumpharmaceuticals.com,biotechnology,7000720,ipo,USA,NY,2,11/3/2011,1/21/2014,1,810 days 00:00:00.000000000,810 days 00:00:00.000000000,3500360,810,810,1,1,biotech,Northeast
Actinobac Biomed,http://www.actinobac.com,biotechnology,600000,operating,USA,NJ,2,3/20/2009,2/21/2013,1,1434 days 00:00:00.000000000,1434 days 00:00:00.000000000,300000,1434,1434,0,1,biotech,Northeast
Action Online Publishing,http://www.figures.com,collectibles|entertainment|games|toys,100000,operating,USA,MO,2,9/1/2011,11/1/2011,1,61 days 00:00:00.000000000,61 days 00:00:00.000000000,50000,61,61,0,3,games,Midwest
Action Products International,http://www.apii.com,cloud computing|consulting|search|software,10150000,operating,USA,NY,2,10/19/2011,5/10/2012,1,204 days 00:00:00.000000000,204 days 00:00:00.000000000,5075000,204,204,0,1,software,Northeast
ActionX,http://actionx.com,mobile,5000000,operating,USA,NY,2,3/1/2012,9/16/2013,1,564 days 00:00:00.000000000,564 days 00:00:00.000000000,2500000,564,564,1,5,mobile,Northeast
Activ Technologies,http://activ-tech.com,software,1960315,operating,USA,GA,2,9/26/2012,3/5/2015,1,890 days 00:00:00.000000000,890 days 00:00:00.000000000,980157.5,890,890,1,1,software,South
Activaided Orthotics,http://activaided.com,fitness|medical|training,25000,operating,USA,PA,4,2/10/2012,9/22/2013,1,280 days 00:00:00.000000000,196 days 16:00:00.000000000,25000,196,280,1,2,pharma,Northeast
Activate Healthcare,http://activatehealthcare.com,health care,950000,operating,USA,IN,3,1/6/2012,6/29/2015,1,971 days 00:00:00.000000000,635 days 00:00:00.000000000,950000,635,971,1,1,healthcare,Midwest
"Activation, Inc.",http://www.activationmobile.com,consulting|games|motors,705000,operating,USA,NY,4,5/11/2011,11/15/2014,1,1023 days 00:00:00.000000000,428 days 00:00:00.000000000,352500,428,1023,1,1,games,Northeast
Active Location Inc.,http://activelocation.com,advertising|mobile|real time,250000,operating,USA,NC,2,12/31/2013,4/2/2014,1,92 days 00:00:00.000000000,92 days 00:00:00.000000000,250000,92,92,1,1,mobile,South
Active Mind Technology,http://www.gamegolf.com,software,10823112,operating,USA,CA,3,2/1/2013,9/2/2014,1,294 days 00:00:00.000000000,289 days 00:00:00.000000000,5411556,289,294,1,8,software,West
Active Storage,http://getactivestorage.com/index.php,enterprise software,16400000,closed,USA,CA,4,11/3/2009,8/28/2012,1,14 days 00:00:00.000000000,343 days 00:00:00.000000000,4100000,343,14,0,3,software,West
Active Life Scientific,http://activelifescientific.com,biotechnology,925000,operating,USA,CA,3,4/20/2010,5/16/2013,1,90 days 00:00:00.000000000,561 days 00:00:00.000000000,308333.3333,561,90,0,1,biotech,West
ActiveTrak,http://gadgettrak.com,mobile security|security|software,680000,operating,USA,OR,2,3/9/2010,11/5/2010,1,241 days 00:00:00.000000000,241 days 00:00:00.000000000,340000,241,241,0,1,mobile,West
ACTON,http://www.ACTONglobal.com,consumer electronics|electric vehicles|skate wear|transportation|wearables,5100000,operating,USA,CA,3,8/15/2013,5/15/2015,1,365 days 00:00:00.000000000,319 days 00:00:00.000000000,1700000,319,365,1,1,medicalGear,West
Acton Pharmaceuticals,http://actonpharmaceuticals.com,biotechnology,36700005,acquired,USA,MA,4,12/16/2009,5/21/2013,1,21 days 00:00:00.000000000,417 days 08:00:00.000000000,9175001.25,417,21,1,1,biotech,Northeast
ActualMeds,http://www.adheretx.com/,health care,550000,operating,USA,CT,2,10/26/2011,5/16/2014,1,933 days 00:00:00.000000000,933 days 00:00:00.000000000,275000,933,933,1,2,healthcare,Northeast
ActX,http://actx.com,biotechnology,2670394,operating,USA,WA,2,1/12/2014,7/18/2014,1,187 days 00:00:00.000000000,187 days 00:00:00.000000000,1335197,187,187,1,1,biotech,West
AcuFocus,http://www.acufocus.com,health care,104000000,operating,USA,CA,4,1/16/2007,9/3/2014,1,10 days 00:00:00.000000000,929 days 00:00:00.000000000,34666666.67,929,10,1,9,healthcare,West
Acumatica,http://www.acumatica.com,accounting|cloud computing|crm|developer tools|development platforms|enterprise resource planning|enterprise software|saas|software,23300000,operating,USA,WA,4,11/3/2009,10/21/2014,1,679 days 00:00:00.000000000,604 days 08:00:00.000000000,11650000,604,679,1,4,software,West
Acumen Holdings,http://www.acumenholdings.com,e-commerce,93000000,operating,USA,AR,3,12/20/2010,4/7/2013,1,409 days 00:00:00.000000000,419 days 12:00:00.000000000,31000000,419,409,0,6,e-commerce,South
Acumen Pharmaceuticals,http://www.acumenpharm.com,biotechnology|health diagnostics,2200000,operating,USA,CA,2,8/17/2006,5/15/2013,1,2463 days 00:00:00.000000000,2463 days 00:00:00.000000000,1100000,2463,2463,0,1,healthcare,West
Acumentrics,http://www.acumentrics.com,manufacturing,18100000,operating,USA,MA,2,6/5/2008,9/14/2011,1,1196 days 00:00:00.000000000,1196 days 00:00:00.000000000,9050000,1196,1196,0,1,manufacturing,Northeast
Acupera,http://www.acupera.com,health care,10000000,operating,USA,CA,3,8/1/2011,8/12/2014,1,836 days 00:00:00.000000000,553 days 12:00:00.000000000,3333333.333,553,836,1,2,healthcare,West
Acura Pharmaceuticals,http://www.acurapharm.com,biotechnology,10300000,ipo,USA,IL,2,12/31/2013,8/27/2014,1,239 days 00:00:00.000000000,239 days 00:00:00.000000000,5150000,239,239,1,1,biotech,Midwest
Acusphere,http://www.acusphere.com,biotechnology|pharmaceuticals,10000000,ipo,USA,MA,2,7/7/2011,2/23/2012,1,231 days 00:00:00.000000000,231 days 00:00:00.000000000,5000000,231,231,1,1,pharma,Northeast
Acutus Medical,http://www.acutusmedical.com,biotechnology,63176464,operating,USA,CA,5,8/8/2011,9/30/2014,1,53 days 00:00:00.000000000,287 days 06:00:00.000000000,12635292.8,287,53,1,4,biotech,West
Acylin Therapeutics,http://www.acceleratorcorp.com/node/111,biotechnology,6400000,operating,USA,WA,2,1/11/2011,6/4/2012,1,510 days 00:00:00.000000000,510 days 00:00:00.000000000,3200000,510,510,0,4,biotech,West
Ad Hoc Labs,http://burnerapp.com,contact management|iphone|mobile|telephony,2000000,operating,USA,CA,2,10/18/2012,10/21/2013,1,368 days 00:00:00.000000000,368 days 00:00:00.000000000,2000000,368,368,1,12,mobile,West
Ad Infuse,http://www.adinfuse.com,advertising|mobile,17600000,acquired,USA,CA,3,1/1/2005,1/23/2008,1,516 days 00:00:00.000000000,558 days 12:00:00.000000000,5866666.667,558,516,1,3,mobile,West
Ad Tech Media Sales,http://www.adtechmediasales.com,advertising|email marketing|software,175000,operating,USA,TX,2,11/15/2013,4/17/2014,1,153 days 00:00:00.000000000,153 days 00:00:00.000000000,87500,153,153,1,1,software,South
Adagio Medical,http://adagiomedical.com,health care,6637111,operating,USA,CA,2,3/29/2013,8/19/2014,1,508 days 00:00:00.000000000,508 days 00:00:00.000000000,3318555.5,508,508,1,1,healthcare,West
Adamas Pharmaceuticals,http://www.adamaspharma.com,health care,82000000,ipo,USA,CA,4,5/1/2005,10/1/2009,1,827 days 00:00:00.000000000,538 days 00:00:00.000000000,20500000,538,827,1,4,healthcare,West
Adamis Pharmaceuticals,http://www.adamispharmaceuticals.com,biotechnology,16377078,ipo,USA,CA,5,4/6/2012,8/20/2014,1,94 days 00:00:00.000000000,216 days 12:00:00.000000000,3275415.6,216,94,1,1,biotech,West
Adapta Medical,http://www.adapta-medical.com,health care,225000,operating,USA,CO,2,5/29/2009,1/10/2011,1,591 days 00:00:00.000000000,591 days 00:00:00.000000000,112500,591,591,0,1,healthcare,West
Adapteva,http://www.adapteva.com,internet|mobile|semiconductors,5954000,operating,USA,MA,3,10/27/2009,1/16/2014,1,954 days 00:00:00.000000000,771 days 00:00:00.000000000,1984666.667,771,954,1,2,mobile,Northeast
Adaptive Biotechnologies,http://adaptivebiotech.com,bio-pharm|biotechnology|health care,401499480,operating,USA,WA,5,9/13/2013,5/7/2015,1,206 days 00:00:00.000000000,150 days 06:00:00.000000000,80299896,150,206,1,5,healthcare,West
Adaptive Computing,http://www.adaptivecomputing.com,cloud management|enterprise software,22999999,operating,USA,UT,3,9/14/2010,1/9/2014,1,533 days 00:00:00.000000000,606 days 12:00:00.000000000,7666666.333,606,533,1,4,software,West
"Adaptive Medias, Inc.",http://www.adaptivem.com,advertising|displays|mobile|video,12400000,ipo,USA,CA,3,9/12/2014,5/5/2015,1,3 days 00:00:00.000000000,117 days 12:00:00.000000000,4133333.333,117,3,1,1,mobile,West
Adaptive Payments,http://adaptivepayments.com,e-commerce,7875598,operating,USA,FL,2,1/24/2011,10/16/2012,1,631 days 00:00:00.000000000,631 days 00:00:00.000000000,3937799,631,631,0,1,e-commerce,South
Adaptive TCR,http://www.adapt.com,biotechnology|health diagnostics,10350000,closed,USA,WA,2,3/26/2010,6/10/2011,1,441 days 00:00:00.000000000,441 days 00:00:00.000000000,5175000,441,441,0,1,healthcare,West
AdaptiveBlue,http://tvtag.com/,entertainment|games|reviews and recommendations|semantic web,24020000,acquired,USA,NY,4,2/20/2007,1/11/2012,1,598 days 00:00:00.000000000,595 days 08:00:00.000000000,6005000,595,598,1,5,games,Northeast
AdaptiveWell Technologies,http://www.adaptivewell.com,big data|big data analytics|enterprise software|machine learning|oil and gas|oil & gas|optimization|saas|software,800000,operating,USA,CA,2,6/1/2014,7/1/2015,1,395 days 00:00:00.000000000,395 days 00:00:00.000000000,400000,395,395,1,1,software,West
Adaptivity,http://adaptivity.com,enterprise software,24845955,acquired,USA,NC,6,11/4/2009,1/4/2013,1,335 days 00:00:00.000000000,231 days 09:36:00.000000000,4140992.5,231,335,1,3,software,South
Adapx,http://www.adapx.com,collaboration|enterprises|software,30000000,operating,USA,WA,6,12/5/2007,4/11/2013,1,179 days 00:00:00.000000000,390 days 19:12:00.000000000,6000000,390,179,0,5,software,West
Adarza BioSystems,http://www.adarzabio.com,biotechnology|health diagnostics,7250000,operating,USA,MO,4,4/17/2013,10/2/2014,1,92 days 00:00:00.000000000,177 days 16:00:00.000000000,2416666.667,177,92,1,5,healthcare,Midwest
AdCare Health Systems,http://adcarehealth.com,biotechnology|health care,36043700,ipo,USA,GA,7,12/14/2009,4/13/2015,1,323 days 00:00:00.000000000,324 days 08:00:00.000000000,5149100,324,323,1,1,healthcare,South
AddShoppers,http://www.AddShoppers.com,analytics|big data|e-commerce|marketing automation|social commerce,3635000,operating,USA,NC,2,10/13/2012,6/9/2015,1,969 days 00:00:00.000000000,969 days 00:00:00.000000000,1817500,969,969,1,1,e-commerce,South
Addiction Campuses of America,http://addictioncampus.com/,health care,6800000,operating,USA,TN,3,5/28/2014,5/15/2015,1,148 days 00:00:00.000000000,176 days 00:00:00.000000000,3400000,176,148,1,5,healthcare,South
AddThis,http://www.addthis.com,advertising|analytics|big data|file sharing|mobile social|social media,73000000,operating,USA,VA,7,5/1/2006,9/1/2014,1,276 days 00:00:00.000000000,507 days 12:00:00.000000000,12166666.67,507,276,1,16,mobile,South
Addvocate,http://addvocate.com,enterprise software,2729000,operating,USA,CA,2,5/15/2013,7/24/2013,1,70 days 00:00:00.000000000,70 days 00:00:00.000000000,1364500,70,70,1,11,software,West
aDealio,http://www.adealio.com,coupons|e-commerce,1500000,operating,USA,TX,2,3/1/2011,8/22/2011,1,174 days 00:00:00.000000000,174 days 00:00:00.000000000,750000,174,174,0,8,e-commerce,South
Adelphic,http://www.adelphic.com,advertising|media|mobile|optimization,23000000,operating,USA,MA,3,3/13/2012,12/17/2014,1,266 days 00:00:00.000000000,504 days 12:00:00.000000000,7666666.667,504,266,1,4,mobile,Northeast
Adept Cloud,http://adeptcloud.com,enterprise software,1015000,acquired,USA,CA,2,10/1/2012,11/1/2012,1,31 days 00:00:00.000000000,31 days 00:00:00.000000000,507500,31,31,1,2,software,West
AdEspresso,http://adespresso.com,advertising|optimization|saas|software,1800000,operating,USA,CA,2,12/25/2013,6/24/2014,1,181 days 00:00:00.000000000,181 days 00:00:00.000000000,900000,181,181,1,6,software,West
AdhereTech,http://www.adheretech.com,health care|medical devices,2350000,operating,USA,NY,2,7/19/2011,7/9/2014,1,1086 days 00:00:00.000000000,1086 days 00:00:00.000000000,1175000,1086,1086,1,1,medicalGear,Northeast
Adherial,http://www.adherial.com,health and wellness|health care information technology|mobile,560000,operating,USA,OR,2,11/30/2014,1/30/2015,1,61 days 00:00:00.000000000,61 days 00:00:00.000000000,280000,61,61,1,1,healthcare,West
Adhezion Biomedical,http://adhezion.com,biotechnology,4035000,operating,USA,PA,3,2/25/2010,7/25/2012,1,329 days 00:00:00.000000000,440 days 12:00:00.000000000,1345000,440,329,0,1,biotech,Northeast
Adial Pharmaceuticals,http://adialpharma.com,biotechnology,6731042,operating,USA,VA,2,3/16/2011,10/2/2013,1,931 days 00:00:00.000000000,931 days 00:00:00.000000000,3365521,931,931,1,1,biotech,South
AdiCyte,http://adicyte.com,biotechnology,2649402,operating,USA,AZ,2,1/23/2012,3/12/2013,1,414 days 00:00:00.000000000,414 days 00:00:00.000000000,1324701,414,414,0,1,biotech,West
Adimab,http://www.adimab.com,biotechnology,45282384,operating,USA,NH,9,7/16/2007,4/3/2012,1,4 days 00:00:00.000000000,215 days 09:00:00.000000000,5660298,215,4,0,5,biotech,Northeast
Adjacent Applications,http://www.adjacentapps.com,dod/military|e-commerce|internet|marketplaces|mobile,256000,closed,USA,CA,2,11/15/2011,12/1/2012,1,382 days 00:00:00.000000000,382 days 00:00:00.000000000,128000,382,382,0,1,mobile,West
Adjudica,http://www.healthsight.com,enterprise software|facebook applications|medical|software|technology|weddings,550000,operating,USA,MO,2,1/1/2010,9/1/2011,1,608 days 00:00:00.000000000,608 days 00:00:00.000000000,275000,608,608,0,2,pharma,Midwest
Adjust,http://www.adjust.com,analytics|apps|mobile|tracking,28917736.26,operating,USA,CA,4,4/1/2012,10/21/2015,1,445 days 00:00:00.000000000,432 days 16:00:00.000000000,9639245.333,432,445,1,5,mobile,West
Adknowledge,http://adknowledge.com,advertising|apps|content discovery|facebook applications|mobile|mobile games|sales and marketing|social media|twitter applications|video,248000000,operating,USA,MO,2,3/1/2006,1/12/2011,1,1778 days 00:00:00.000000000,1778 days 00:00:00.000000000,124000000,1778,1778,0,4,games,Midwest
