,kind,link,name,pitch,joined,location,market,size,stage,raised,website,years,annual_raised,raised_2mil,raised_12mil,size_numeric,followers,following,tweets
357,Startup,https://angel.co/company/benchling,Benchling,"
Informatics platform to accelerate, measure, and forecast R&D from discovery through bioprocessing
",2012-08-01,San Francisco,Synthetic Biology,51-200,Series C,61900000,benchling.com,7.81917808219178,7916433.076384023,1,1,125.0,6224,1959,3347
358,Startup,https://angel.co/company/apixio,Apixio,"
Apixio's AI platform transforms disparate data into actionable knowledge in healthcare
",2012-08-01,San Mateo,Insurance,51-200,Series D,53401348,apixio.com,7.81917808219178,6829534.695164681,1,1,125.0,804,994,1151
359,Startup,https://angel.co/company/athos,Athos,"
Wearable fitness technology
",2012-10-01,Redwood City,Fitness,11-50,Seed,50700000,liveAthos.com,7.652054794520548,6625671.321160044,1,1,25.0,242,28,99
360,Startup,https://angel.co/company/evidation,Evidation Health,"
New ways to measure health in everyday life
",2013-05-01,San Mateo,Big Data,51-200,Series C,57200000,evidation.com,7.07123287671233,8089112.746997287,1,1,125.0,0,0,0
361,Startup,https://angel.co/company/stride-health,Stride,"
Find the best possible insurance plan at the lowest possible price
",2013-08-01,San Francisco,Personal Finance,51-200,Series B,38925000,stridehealth.com,6.8191780821917805,5708165.930092406,1,1,125.0,30,0,0
362,Startup,https://angel.co/company/soothe,Soothe,"
Massage Delivered To You
",2014-06-01,Los Angeles,,1-10,Series B,47300000,soothe.com,5.986301369863014,7901372.99771167,1,1,5.0,4635,1871,5148
363,Startup,https://angel.co/company/limelight-health,Limelight Health,"
Underwriting & Rating platform for the Employee Benefits Industry
",2014-03-01,Des Moines,Insurance,51-200,Series B,44210000,limelighthealth.com,6.238356164383561,7086802.810715854,1,1,125.0,0,0,0
364,Startup,https://angel.co/company/amino-inc,Amino,"
Amino is a healthcare financial wellness benefit for mid-sized and large employers
",2014-04-01,San Francisco,Small and Medium Businesses,11-50,Seed,46150000,amino.com,6.153424657534248,7499888.691006232,1,1,25.0,0,0,0
365,Startup,https://angel.co/company/whoop,WHOOP,"
Whoop is a performance optimization system for elite athletes and teams
",2015-07-01,Boston,Fitness,51-200,Series C,47000000,whoop.com,4.904109589041097,9583798.882681563,1,1,125.0,20165,248,10919
366,Startup,https://angel.co/company/heal,Every.org,"
On-demand doctor house calls
",2014-10-01,-,Sharing Economy,51-200,Series B,48200000,heal.com,5.652054794520548,8527872.031022783,1,1,125.0,0,0,0
367,Startup,https://angel.co/company/elysium-health,Elysium Health,"
Our mission is to turn critical scientific advancements into accessible consumer products
",2014-12-01,New York City,Science,51-200,Series C,65000000,elysiumhealth.com,5.484931506849315,11850649.350649353,1,1,125.0,0,0,0
368,Startup,https://angel.co/company/hicleo,Cleo,"
Cleo is a family support system that employers offer to working parents
",2016-10-01,San Francisco,Families,51-200,Series B,40947605,hicleo.com,3.6493150684931517,11220627.496246247,1,1,125.0,1878710,489,12047
369,Startup,https://angel.co/company/vineti,Vineti,"
Software that helps deliver advanced therapies to save lives 
",2016-05-01,San Francisco,Pharmaceuticals,51-200,Series A,47250000,vineti.com,4.068493150684931,11613636.363636365,1,1,125.0,6,0,14
370,Startup,https://angel.co/company/arcadia_io,Arcadia,"
Value Based Performance Management for Health Plans and Provider Groups Nationwide
",2016-08-01,Burlington,Information Services,201-500,Series A,43000000,arcadia.io,3.816438356164384,11267049.533381192,1,1,350.0,2823,489,3657
371,Startup,https://angel.co/company/fabricgenomics,Fabric Genomics,"
Global healthcare platform for genomics-driven precision medicine, proven AI algorithms
",2013-07-01,Oakland,Bioinformatics,11-50,Series B,23000000,fabricgenomics.com,6.904109589041097,3331349.206349206,1,1,25.0,0,0,0
372,Startup,https://angel.co/company/gns-healthcare,GNS Healthcare,"
Discovering what works in healthcare
",2014-01-01,Cambridge,Big Data Analytics,11-50,Series C,25450000,gnshealthcare.com,6.4,3976562.5,1,1,25.0,0,0,0
373,Startup,https://angel.co/company/quest-analytics,Quest Analytics,"
Powering the healthcare market with validated doctor data
",2012-04-01,Kansas City,Big Data Analytics,51-200,Acquired,24125000,betterdoctor.com,8.153424657534247,2958879.36827957,1,1,125.0,0,0,0
374,Startup,https://angel.co/company/gauss-surgical-1,Gauss Surgical,"
AI-Enabled Platform for Surgery
",2013-09-01,Menlo Park,Computer Vision,11-50,Series C,38026000,gausssurgical.com,6.734246575342466,5646659.886086249,1,1,25.0,0,0,0
375,Startup,https://angel.co/company/opencare,Opencare.com,"
Find a top-rated dentist in minutes
",2013-04-01,San Francisco,Online Reservations,11-50,Seed,24550000,opencare.com,7.153424657534248,3431922.635005745,1,1,25.0,0,0,0
376,Startup,https://angel.co/company/healthify,Healthify,"
Building a world where no one's health is hindered by their need
",2013-03-01,Remote,Mobile Health,51-200,Series B,32000000,healthify.us,7.238356164383561,4420893.262679788,1,1,125.0,35,4,3
377,Startup,https://angel.co/company/kinsa,Kinsa,"
The world's smartest thermometer
",2013-04-01,San Francisco,Mobile Health,11-50,Series B,28600000,kinsahealth.com,7.153424657534248,3998085.024894676,1,1,25.0,15238,3484,8420
378,Startup,https://angel.co/company/healthifyme,HealthifyMe Wellness,"
India and South East Asia's largest and most loved health & fitness app
",2014-12-01,Bengaluru,Fitness,501-1000,Series B,25000000,healthifyme.com,5.484931506849315,4557942.057942058,1,1,750.0,0,0,0
379,Startup,https://angel.co/company/fitmob,fitmob,"
""uber/lyft"" for fitness
",2013-06-01,San Francisco,Fitness,11-50,Series A,21250000,fitmob.com,6.986301369863014,3041666.666666666,1,1,25.0,25,0,0
380,Startup,https://angel.co/company/lensgen-inc,"LensGen, Inc.","
Implantable Lens to Treat Presbyopia and Cataracts  
",2013-09-01,Irvine,Healthcare,1-10,Series A,23450000,lensgen.com,6.734246575342466,3482200.97640358,1,1,5.0,0,0,0
381,Startup,https://angel.co/company/cornerstone-therapeutics-1,Cornerstone Therapeutics,"
Massachusetts Medical Cannabis
",2013-10-01,Boston,Marijuana,1-10,-,30000000,riverrockcolorado.com,6.652054794520548,4509884.678747941,1,1,5.0,0,0,0
382,Startup,https://angel.co/company/walker-company-brands,Walker &amp; Company Brands,"
Making health and beauty simple for people of color
",2014-01-01,Palo Alto,Beauty,11-50,Acquired,35700000,walkerandcompany.com,6.4,5578125.0,1,1,25.0,0,0,0
383,Startup,https://angel.co/company/eko-11,Eko,"
Craigslist of Healthcare
",2014-01-01,Berkeley,Diagnostics,11-50,Seed,27800000,ekohealth.com,6.4,4343750.0,1,1,25.0,49,148,70245
384,Startup,https://angel.co/company/luma-health,Luma Health,"
Total patient engagement with Luma Health
",2015-03-01,San Francisco,Doctors,51-200,-,29100000,lumahealth.io,5.238356164383561,5555177.824267782,1,1,125.0,0,0,0
385,Startup,https://angel.co/company/roam-analytics,Roam Analytics,"
Quantifying Language for Modern Healthcare Companies
",2015-09-01,San Mateo,Machine Learning,11-50,Series A,22192013,roamanalytics.com,4.734246575342466,4687549.04224537,1,1,25.0,0,0,0
386,Startup,https://angel.co/company/simplehealth,Simple Health,"
Care that fits your life
",2016-01-01,New York City,Mobile Health,51-200,Series B,26000000,"simplehealth.com,",4.4,5909090.909090907,1,1,125.0,0,0,0
387,Startup,https://angel.co/company/healthengine-2,HealthEngine,"
Transforming access to healthcare
",2016-10-01,Perth,Technology,51-200,Series C,26700000,careers.healthengine.com.au,3.6493150684931517,7316441.441441441,1,1,125.0,5391,1799,2781
388,Startup,https://angel.co/company/validic,Validic,"
Access data from hundreds of health apps, wearables, and medical devices
",2011-05-01,Durham,Health and Insurance,51-200,Series B,18358500,validic.com,9.073972602739726,2023204.257246377,1,1,125.0,6476,2993,8571
389,Startup,https://angel.co/company/lumobodytech,Lumo Bodytech,"
Technology platform optimizing human biomechanics
",2011-11-01,Mountain View,Fitness,11-50,Series B,16100000,lumobodytech.com,8.56986301369863,1878676.4705882357,1,1,25.0,0,0,0
390,Startup,https://angel.co/company/chewse,Chewse,"
Provides hassle-free, locally-sourced, delicious food, delivered straight to your door
",2012-01-01,Austin,Hospitality,51-200,Series B,16000000,chewse.com,8.402739726027397,1904140.8542549724,1,1,125.0,1531,1313,1656
391,Startup,https://angel.co/company/sano,Sano,"
",2012-06-01,San Francisco,Mobile Health,11-50,Seed,19500000,sano.co,7.986301369863014,2441680.960548885,1,1,25.0,44,0,15
392,Startup,https://angel.co/company/myfitnesspal,MyFitnessPal,"
Nutrition and fitness tracking
",2012-04-01,San Francisco,Fitness,51-200,Acquired,18000000,myfitnesspal.com,8.153424657534247,2207661.2903225804,1,1,125.0,183728,80,13022
393,Startup,https://angel.co/company/onehealth-solutions,OneHealth Solutions,"
Social peer support platform to improve health outcomes
",2012-05-01,Solana Beach,Social Media Platforms,11-50,Acquired,16000000,onehealth.com,8.071232876712331,1982348.9477257298,1,1,25.0,0,0,0
394,Startup,https://angel.co/company/virtual-health,-,"
We are the technology company changing the face of healthcare as we bring it into the 21st century
",2012-10-01,New York City,Application Platforms,51-200,Series B,19550000,virtualhealth.com,7.652054794520548,2554869.316147512,1,1,125.0,0,0,0
395,Startup,https://angel.co/company/whistle-labs,Whistle Labs,"
Transforming pet care. Backed by science, powered by love
",2012-11-01,San Francisco,Consumer Electronics,51-200,Series B,21000000,whistle.com,7.567123287671232,2775162.925416365,1,1,125.0,0,0,0
396,Startup,https://angel.co/company/humanapi,Human API,"
The easiest way for consumers to connect & share health data with any company
",2013-05-01,San Mateo,Real Time,11-50,Series A,16624982,humanapi.co,7.07123287671233,2351072.6191398683,1,1,25.0,0,0,0
397,Startup,https://angel.co/company/babyscripts-by-1eq,Babyscripts,"
Virtual Care for Obstetrics
",2013-03-01,Washington DC,Hospitals,11-50,Series A,19000000,babyscripts.com,7.238356164383561,2624905.374716124,1,1,25.0,748,483,1078
398,Startup,https://angel.co/company/chartspan,ChartSpan,"
Value-Based Care Management Services
",2013-06-01,Greenville,Mobile Health,51-200,Series A,21150000,ChartSpan.com,6.986301369863014,3027352.941176471,1,1,125.0,0,1,2
399,Startup,https://angel.co/company/figure-1,Figure 1,"
Sharing medical cases saves lives
",2013-06-01,Toronto,mHealth,11-50,Series B,21000000,figure1.com,6.986301369863014,3005882.3529411764,1,1,25.0,0,0,0
400,Startup,https://angel.co/company/nimalabs,Nima,"
trust your food 
",2013-08-01,San Francisco,Health and Wellness,11-50,Series A,17200000,nimasensor.com,6.8191780821917805,2522298.1116914423,1,1,25.0,209938,1394,46128
401,Startup,https://angel.co/company/savioke,Savioke,"
Delivery Robots
",2017-08-01,San Jose,Robotics,11-50,Seed,17000000,savioke.com,2.8164383561643835,6035992.217898833,1,1,25.0,2701,1362,5732
402,Startup,https://angel.co/company/aunt-bertha,Aunt Bertha,"
Connecting all people in need with programs that help them
",2016-10-01,Austin,Insurance,51-200,Series C,20800000,auntbertha.com,3.6493150684931517,5699699.6996997,1,1,125.0,0,0,0
403,Startup,https://angel.co/company/hellojoany,JOANY,"
Health Insurance, Simple and Transparent
",2014-12-01,Los Angeles,Insurance,11-50,Series A,18950000,joany.com,5.484931506849315,3454920.07992008,1,1,25.0,0,0,0
404,Startup,https://angel.co/company/lemonaid-health,Lemonaid Health,"
",2015-08-01,San Francisco,Mobile Health,11-50,Series A,17600000,lemonaid.com,4.8191780821917805,3652075.042637863,1,1,25.0,0,0,0
405,Startup,https://angel.co/company/sukihq,Suki,"
A voice-based digital assistant for doctors
",2017-06-01,Redwood City,Technology,11-50,Seed,20000000,suki.ai,2.9835616438356163,6703397.612488522,1,1,25.0,2058,925,18824
406,Startup,https://angel.co/company/godialogue,Dialogue,"
Impactful care/benefits. Affordable, mobile/online, for Canadian companies
",2016-06-01,Montréal-Nord,Corporate Wellness,201-500,Series A,16000000,dialogue.co,3.983561643835616,4016506.189821183,1,1,350.0,2817,15,347
407,Startup,https://angel.co/company/trustedhealth,Trusted Health,"
Powering the future of work in healthcare
",2017-04-01,Remote,Human Resources,51-200,Series A,20000000,trustedhealth.com,3.150684931506849,6347826.0869565215,1,1,125.0,0,0,0
408,Startup,https://angel.co/company/digital-assent,Digital Assent,"
Helping hospitals improve patient satisfaction and grow their online reputation
",2012-09-01,Atlanta,Reviews and Recommendations,11-50,Acquired,12000000,digitalassent.com,7.734246575342466,1551540.9139213604,1,0,25.0,0,0,0
409,Startup,https://angel.co/company/elation,Elation Health,"
In defense of the doctor-patient relationship. Focus on phenomenal care with a Clinical First EHR
",2014-06-01,San Francisco,Physicians,11-50,Series B,15000000,elationhealth.com,5.986301369863014,2505720.8237986267,1,1,25.0,0,0,0
410,Startup,https://angel.co/company/procyrion,Procyrion,"
at the heart of cardiorenal syndrome
",2012-10-01,Houston,Medical Devices,1-10,Series B,12900000,procyrion.com,7.652054794520548,1685821.697099893,1,1,5.0,225,154,905
411,Startup,https://angel.co/company/everplans,Everplans,"
A new approach to end-of-life and death
",2013-03-01,New York City,Personal Health,11-50,Seed,11920002,everplans.com,7.238356164383561,1646783.01665405,1,0,25.0,1173,870,1650
412,Startup,https://angel.co/company/rxrevu,RxREVU,"
Improving the value of healthcare through better prescribing decisions
",2014-01-01,Denver,Predictive Analytics,11-50,Series A,15900000,rxrevu.com,6.4,2484375.0,1,1,25.0,1043,1965,815
413,Startup,https://angel.co/company/livesafe,LiveSafe,"
",2013-09-01,-,Sports Stadiums,11-50,Series A,15750000,livesafemobile.com,6.734246575342466,2338791.7005695687,1,1,25.0,2282,1094,4117
414,Startup,https://angel.co/company/aptible,Aptible,"
Security management tools for modern teams
",2013-06-01,Remote,Software Compliance,11-50,Seed,12120000,aptible.com,6.986301369863014,1734823.5294117646,1,1,25.0,707,213,359
415,Startup,https://angel.co/company/station-x,Station X,"
Decoding genomes for better healthcare
",2013-10-01,San Francisco,Diagnostics,11-50,Series A,15875000,stationxinc.com,6.652054794520548,2386480.642504119,1,1,25.0,0,0,0
416,Startup,https://angel.co/company/epatientfinder,ePatientFinder,"
Analytics Driven Patient Identification for Clinical Trials
",2013-08-01,Austin,Medical Devices,1-10,Series B,14975000,epatientfinder.com,6.8191780821917805,2196012.454801125,1,1,5.0,463,1524,644
417,Startup,https://angel.co/company/klara-1,Klara,"
Helping doctors and patients communicate with ease
",2013-10-01,Berlin,Messaging,51-200,Series A,14500000,klara.com,6.652054794520548,2179777.5947281714,1,1,125.0,237,214,948
418,Startup,https://angel.co/company/sanity_and_self,Sanity &amp; Self,"
An expert-led A.I.-powered platform to heal the world!  
",2014-02-01,San Mateo,Mental Health,11-50,Series B,15000000,sanityandself.com,6.315068493150685,2375271.1496746205,1,1,25.0,0,0,0
419,Startup,https://angel.co/company/bright-md,Bright.md,"
Automating $150 billion of care delivery
",2013-12-01,Portland,Mobile Health,11-50,Series B,11500000,bright.md,6.484931506849315,1773341.7828474862,1,0,25.0,0,0,0
420,Startup,https://angel.co/company/coherohealth,Cohero Health,"
Connected health platform empowering respiratory patients
",2014-01-01,New York City,Sensors,1-10,Series A,12500000,coherohealth.com,6.4,1953125.0,1,1,5.0,0,0,0
421,Startup,https://angel.co/company/pdx-biotech-2,PDx BioTech,"
""Check oil light"" for oral diseases in human and veterinary medicine
",2014-02-01,Lexington,Veterinary,1-10,Seed,13800000,perio-dx.com;,6.315068493150685,2185249.457700651,1,1,5.0,0,0,0
422,Startup,https://angel.co/company/motiv,Motiv,"
Keep Living Better
",2015-02-01,San Francisco,Fitness,11-50,Acquired,15668000,mymotiv.com,5.315068493150685,2947845.3608247424,1,1,25.0,3071,72,2023
423,Startup,https://angel.co/company/resilient-network-systems,Resilient Network Systems,"
Delivering Connected Trust
",2014-06-01,San Francisco,Governments,11-50,-,14900000,resilient-networks.com,5.986301369863014,2489016.018306636,1,1,25.0,0,0,0
424,Startup,https://angel.co/company/naked-labs,Naked Labs,"
Visualizing your body by using infrared light to capture your 3d body model
",2015-02-01,Redwood City,Fitness,11-50,Series A,14000000,nakedlabs.com,5.315068493150685,2634020.618556701,1,1,25.0,0,0,0
425,Startup,https://angel.co/company/greatist,Greatist,"
Next-gen brand for healthyish millennials
",2011-07-01,New York City,Digital Health,11-50,Acquired,8000000,greatist.com,8.906849315068492,898185.1737926792,1,0,25.0,106322,1677,46298
426,Startup,https://angel.co/company/healthloop,HealthLoop,"
Empowering patients for better outcomes and lower costs
",2013-04-01,Mountain View,Mobile Health,11-50,Series A,10000000,healthloop.com,7.153424657534248,1397931.8268862504,1,0,25.0,2178,1130,2588
427,Startup,https://angel.co/company/doctor-com,Doctor.com,"
The one stop shop for solutions and services for hospitals, clinics, and providers
",2012-06-01,Atlanta,,51-200,Series A,8200000,doctor.com,7.986301369863014,1026758.1475128643,1,0,125.0,0,0,0
428,Startup,https://angel.co/company/retracehealth-1,RetraceHealth,"
Personal, convenient, affordable primary care
",2013-04-01,Minneapolis,Technology,1-10,Series A,8000000,retracehealth.com,7.153424657534248,1118345.4615090005,1,0,5.0,0,0,0
429,Startup,https://angel.co/company/act-md,Activate Care,"
It takes a community
",2014-08-01,Boston,Health Care Information Technology,11-50,Series A,8400000,activatecare.com,5.8191780821917805,1443502.8248587572,1,0,25.0,0,0,0
430,Startup,https://angel.co/company/madaket-health,Madaket Health,"
Connecting healthcare providers, insurance companies and intermediaries
",2014-12-01,Cambridge,B2B,11-50,Series B,10000000,madakethealth.com,5.484931506849315,1823176.8231768238,1,0,25.0,0,0,0
431,Startup,https://angel.co/company/opternative,Visibly,"
The most convenient way to get a prescription for glasses or contacts
",2013-08-01,Chicago,Eyewear,11-50,Series A,9100000,govisibly.com,6.8191780821917805,1334471.6753716352,1,0,25.0,1,1,0
432,Startup,https://angel.co/company/polymathventures,Polymath Ventures,"
We are the Venture Studio for Latin America
",2014-01-01,Bogota,Corporate Wellness,11-50,Pre-Seed,8800000,polymathv.com,6.4,1375000.0,1,0,25.0,0,0,0
433,Startup,https://angel.co/company/8fit,8fit,"
Building healthy habits for life
",2014-02-01,Berlin,Fitness,51-200,Series A,9500000,8fit.com,6.315068493150685,1504338.3947939263,1,0,125.0,3989,557,3580
434,Startup,https://angel.co/company/vericred,Vericred,"
A healthcare data services company serving the health insurance industry
",2014-09-01,New York City,Information Services,11-50,Series A,9725000,vericred.com,5.734246575342466,1695950.788342093,1,0,25.0,507,1714,2470
435,Startup,https://angel.co/company/oration,Oration,"
Disrupting the Business of Healthcare
",2014-06-01,Foster City,Big Data Analytics,11-50,Series A,11200000,oration.com,5.986301369863014,1870938.2151029748,1,0,25.0,0,0,0
436,Startup,https://angel.co/company/medigo,Medigo,"
The best in international healthcare for you, your family, and business. Live better
",2014-10-01,Berlin,Hospitals,11-50,Seed,9300000,medigo.com,5.652054794520548,1645419.2922927774,1,0,25.0,381,38,661
437,Startup,https://angel.co/company/docsapp,DocsApp,"
Making quality healthcare easily accessible to over a billion people! 
",2015-10-01,Bengaluru,Artificial Intelligence,201-500,Series A,8400000,docsapp.in,4.652054794520548,1805653.71024735,1,0,350.0,23,67,94
438,Startup,https://angel.co/company/peerwell,PeerWell,"
Surgery Optimization Platform for Musculoskeletal Health
",2015-02-01,Austin,Medical Technologies,11-50,Series A,8600000,peerwell.co,5.315068493150685,1618041.2371134018,1,0,25.0,1087,600,1399
439,Startup,https://angel.co/company/lifen,Lifen,"
",2017-05-01,Paris,Computers,51-200,Series A,9000000,lifen.fr,3.068493150684932,2933035.7142857146,1,0,125.0,13,13,5
440,Startup,https://angel.co/company/zenysis,Zenysis,"
Advanced analytics for developing countries
",2016-03-01,San Francisco,International Development,11-50,Series A,8003365,zenysis.com,4.235616438356163,1889539.602199224,1,0,25.0,254,288,131
441,Startup,https://angel.co/company/caracare,Cara Care,"
We empower individuals to live a healthier and happier life
",2017-10-01,Berlin,Mobile Health,11-50,Series A,9000000,cara.care,2.649315068493151,3397104.4467425025,1,0,25.0,0,0,0
442,Startup,https://angel.co/company/simple-habit,Simple Habit,"
On a mission to help people live better, everyday
",2017-04-01,San Francisco,Alternative Medicine,11-50,Series A,10000000,simplehabit.com,3.150684931506849,3173913.0434782607,1,0,25.0,0,0,0
443,Startup,https://angel.co/company/caremerge,caremerge,"
Healthcare Communication and Care Coordination Platform
",2012-01-01,Chicago,mHealth,11-50,Series A,6540000,caremerge.com,8.402739726027397,778317.57417672,1,0,25.0,2246,1547,4610
444,Startup,https://angel.co/company/carelinx,CareLinx,"
Caregiver Marketplace:  Disrupting the $100B+ in-home care market. AARP Winner!
",2012-05-01,San Francisco,Baby Boomers,1-10,Acquired,7000000,carelinx.com,8.071232876712331,867277.6646300065,1,0,5.0,4877,5352,3942
445,Startup,https://angel.co/company/medisafe,Medisafe,"
Leading Personalized Medication Management Platform helping patients manage their health
",2012-06-01,Boston,mHealth,11-50,Series A,7000000,medisafe.com,7.986301369863014,876500.8576329331,1,0,25.0,228,198,174
446,Startup,https://angel.co/company/blueboard,Blueboard,"
Employee Recognition for the Modern Workplace. Reward Top Employees with Experiences
",2012-09-01,San Francisco,Human Resources,51-200,Seed,6575000,blueboard.com,7.734246575342466,850115.1257527453,1,0,125.0,1232,1177,3377
447,Startup,https://angel.co/company/lifedojo,LifeDojo,"
The Employee Health Behavior Change Platform
",2013-02-01,San Francisco,B2B,11-50,Series A,6400000,lifedojo.com,7.315068493150685,874906.3670411984,1,0,25.0,1207,731,1063
448,Startup,https://angel.co/company/tute-genomics,Tute Genomics,"
Cloud-based Genome Analysis for Precision Medicine
",2013-03-01,Provo,Startups,11-50,Acquired,7700000,tutegenomics.com,7.238356164383561,1063777.4413323242,1,0,25.0,0,0,0
449,Startup,https://angel.co/company/maverix-biomics,Maverix Biomics,"
Next generation genomic data management, exploration, and visualization
",2013-07-01,San Mateo,Bioinformatics,1-10,Series A,7350000,maverixbio.com,6.904109589041097,1064583.333333333,1,0,5.0,0,0,0
450,Startup,https://angel.co/company/jaanuu,Jaanuu,"
Medical Apparel Reimagined
",2013-04-01,Los Angeles,Technology,11-50,Seed,7625000,Jaanuu.com,7.153424657534248,1065923.018000766,1,0,25.0,0,14,0
451,Startup,https://angel.co/company/zapprx,ZappRx,"
",2013-07-01,Boston,Mobile Payments,11-50,Series A,7600000,ZappRx.com,6.904109589041097,1100793.650793651,1,0,25.0,0,0,0
452,Startup,https://angel.co/company/fitstar,FitStar,"
Adaptive fitness applications
",2013-08-01,San Francisco,Fitness,11-50,Acquired,6700000,fitstar.com,6.8191780821917805,982523.101647248,1,0,25.0,5,12,1112
453,Startup,https://angel.co/company/dmetrics,dMetrics,"
AI for everyone
",2016-09-01,New York City,Machine Learning,11-50,Seed,7930000,dmetrics.com,3.731506849315069,2125146.8428781205,1,0,25.0,1,6,4
454,Startup,https://angel.co/company/spryhealth,Spry Health,"
Predicting the progression of disease & clinical risk of people with chronic illnesses
",2013-09-01,Palo Alto,Fitness,11-50,Seed,7000000,spryhealth.com,6.734246575342466,1039462.9780309193,1,0,25.0,0,0,0
455,Startup,https://angel.co/company/metamason,Metamason,"
Truly Personalized Respiratory Devices via 3D Scanning & Printing
",2013-12-01,Los Angeles,Medical Devices,11-50,Seed,6700000,metamason.com,6.484931506849315,1033164.3430502745,1,0,25.0,4,1,0
456,Startup,https://angel.co/company/erelevance,eRelevance,"
Progressive Patient Engagement Service for Healthcare Providers
",2014-01-01,Austin,Health Care Information Technology,1-10,Seed,7200000,erelevencecorp.com,6.4,1125000.0,1,0,5.0,0,0,0
457,Startup,https://angel.co/company/thistle-1,Thistle,"
Healthy and Affordable Preprepared Meals. Delivered
",2014-03-01,San Francisco,Subscription Businesses,201-500,Seed,6650000,thistle.co,6.238356164383561,1065985.9464207292,1,0,350.0,70,25,77
458,Startup,https://angel.co/company/nirmidas-biotech,Nirmidas Biotech,"
",2016-02-01,Palo Alto,Diagnostics,1-10,Series A,7000000,nirmidas.com,4.315068493150685,1622222.2222222222,1,0,5.0,0,0,0
459,Startup,https://angel.co/company/catalia-health,Catalia Health,"
Effective patient care management
",2014-10-01,San Francisco,Medication Adherence,11-50,Seed,7750000,cataliahealth.com,5.652054794520548,1371182.7435773143,1,0,25.0,0,0,0
460,Startup,https://angel.co/company/hykso,FightCamp (f.k.a Hykso),"
Connected at-home boxing workouts
",2015-05-01,Costa Mesa,Fitness,11-50,Seed,6700000,joinfightcamp.com,5.07123287671233,1321177.74176121,1,0,25.0,0,0,0
461,Startup,https://angel.co/company/worklete,Worklete,"
Reducing injuries, costs, and inefficiencies for frontline workforces
",2015-10-01,San Francisco,Corporate Wellness,11-50,Series A,7875000,worklete.com,4.652054794520548,1692800.3533568906,1,0,25.0,139,90,204
462,Startup,https://angel.co/company/breakthrough-com,Breakthrough,"
Online mental healthcare
",2010-10-01,Redwood City,,1-10,Acquired,6000000,breakthrough.com,9.654794520547943,621452.8944381385,1,0,5.0,343,543,270
463,Startup,https://angel.co/company/caredox,CareDox,"
Support K12 schools in health care management
",2011-03-01,New York City,K-12 Education,11-50,Seed,6050000,caredox.com,9.24109589041096,654684.2573376816,1,0,25.0,542,370,945
464,Startup,https://angel.co/company/cellscope,CellScope,"
We're turning your smartphone into a digital first aid kit
",2011-05-01,San Francisco,Diagnostics,11-50,Series A,5500000,cellscope.com,9.073972602739726,606129.22705314,1,0,25.0,2150,1077,1143
465,Startup,https://angel.co/company/cureatr,Cureatr,"
Mobile Care Coordination
",2014-06-01,New York City,Health Care Information Technology,11-50,Series A,6125000,cureatr.com,5.986301369863014,1023169.3363844393,1,0,25.0,556,428,943
466,Startup,https://angel.co/company/everymove,EveryMove,"
Fitness inspiraton & goal motivation 
",2011-07-01,Seattle,Quantified Self,11-50,Acquired,6118000,everymove.org,8.906849315068492,686887.1116579514,1,0,25.0,9196,10623,2471
467,Startup,https://angel.co/company/wellnessfx,WellnessFX,"
The Leading Cloud-Based Health and Wellness Destination
",2012-04-01,San Francisco,Personal Health,11-50,Acquired,5850000,wellnessfx.com,8.153424657534247,717489.9193548388,1,0,25.0,27595,1412,14494
468,Startup,https://angel.co/company/striiv,Striiv,"
Behavior & Biometric Validation at Scale for Healthcare
",2013-09-01,Redwood City,Mobile Health,11-50,Series A,6000000,striiv.com,6.734246575342466,890968.2668836452,1,0,25.0,1230,6,884
469,Startup,https://angel.co/company/fit3d,Fit3D,"
Using 3D scanners, resulting data, and predictive AI solutions to solve massive problems
",2013-02-01,San Mateo,Fitness,11-50,Seed,5390000,fit3d.com,7.315068493150685,736835.2059925094,1,0,25.0,1447,3944,1513
470,Startup,https://angel.co/company/wildflower-health,Wildflower Health,"
Mobile programs that make healthcare smarter
",2012-12-01,San Francisco,Mobile Health,11-50,Series B,5100000,wildflowerhealth.com,7.484931506849315,681368.9604685212,1,0,25.0,0,0,0
471,Startup,https://angel.co/company/inbox-health,Inbox Health,"
Transforming Medical Billing
",2013-02-01,New Haven,Billing,11-50,Seed,5175434,inboxhealth.com,7.315068493150685,707503.1498127341,1,0,25.0,0,0,0
472,Startup,https://angel.co/company/rubiconmd,RubiconMD,"
Expert insights and better care. eConsults that connect clinicians to top specialists
",2013-03-01,New York City,Mobile Health,11-50,Series A,5300000,rubiconmd.com,7.238356164383561,732210.44663134,1,0,25.0,6,35,0
473,Startup,https://angel.co/company/smartvisionlabs,Smart Vision Labs,"
building a better vision exam
",2014-01-01,New York City,Mobile Health,11-50,Series A,6100000,smartvisionlabs.com,6.4,953125.0,1,0,25.0,0,0,0
474,Startup,https://angel.co/company/gozio,Gozio Health,"
Gozio Health provides the #1 patient engagement platform for hospitals and health systems
",2016-04-01,San Francisco,Indoor Positioning,11-50,Series A,5700000,goziohealth.com,4.1506849315068495,1373267.3267326732,1,0,25.0,0,0,0
475,Startup,https://angel.co/company/noteworth,Noteworth,"
Harmonizing healthcare delivery
",2015-01-01,Hoboken,Digital Health,11-50,Seed,5100000,noteworth.com,5.4,944444.4444444444,1,0,25.0,36,69,28
